nombre_grupo,nombre_familia,indicador,valor
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ID_cant,0.24630541871921183
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ID_val,16.611715580616412
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ind_prom_ofertas,94.11764705882352
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ganadoras,3.448275862068968
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",IC4K_cant,100
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",IC4K_val,70.00078592163382
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",perc_tiempo_adiciones,7.142857142857142
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ind_valor_adiciones,0
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ind_riesgo_corrupcion,30.32009052520847
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",oferentes_prom,15
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",ofertas_prom,2
Componentes y Suministros,"Calefacción, ventilación y circulación del aire",perc_valor_adiciones,0
Componentes y Suministros,Componentes estructurales y formas básicas,perc_contr_cerrada_num,0
Componentes y Suministros,Componentes estructurales y formas básicas,perc_contr_cerrada_val,0
Componentes y Suministros,Componentes estructurales y formas básicas,HHI_cant,9.090909090909093
Componentes y Suministros,Componentes estructurales y formas básicas,HHI_val,13.420442198468145
Componentes y Suministros,Componentes estructurales y formas básicas,ID_cant,0
Componentes y Suministros,Componentes estructurales y formas básicas,ID_val,13.420441803686467
Componentes y Suministros,Componentes estructurales y formas básicas,ganadoras,0
Componentes y Suministros,Componentes estructurales y formas básicas,IC4K_cant,100
Componentes y Suministros,Componentes estructurales y formas básicas,IC4K_val,66.74161811483884
Componentes y Suministros,Componentes estructurales y formas básicas,perc_tiempo_adiciones,9.090909090909092
Componentes y Suministros,Componentes estructurales y formas básicas,ind_valor_adiciones,0
Componentes y Suministros,Componentes estructurales y formas básicas,ind_riesgo_corrupcion,18.031261681375014
Componentes y Suministros,Componentes estructurales y formas básicas,perc_valor_adiciones,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ind_prom_oferentes,98.47050254916242
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,perc_contr_cerrada_num,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,perc_contr_cerrada_val,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,HHI_cant,8.333333333333332
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,HHI_val,45.24835113792363
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ID_cant,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ID_val,45.24835098846806
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ind_prom_ofertas,73.52941176470588
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ganadoras,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,IC4K_cant,100
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,IC4K_val,86.20780508048863
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,perc_tiempo_adiciones,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ind_valor_adiciones,0
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ind_riesgo_corrupcion,31.676107989662608
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,oferentes_prom,21
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,ofertas_prom,9
Componentes y Suministros,Dispositivos de tubo electrónico y accesorios,perc_valor_adiciones,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ind_prom_oferentes,97.59650400582666
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,perc_contr_cerrada_num,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,perc_contr_cerrada_val,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,HHI_cant,14.285714285714285
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,HHI_val,21.26185848715747
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ID_cant,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ID_val,21.261858179451394
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ind_prom_ofertas,91.17647058823529
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ganadoras,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,IC4K_cant,100
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,IC4K_val,83.26063283330775
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,perc_tiempo_adiciones,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ind_valor_adiciones,0
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ind_riesgo_corrupcion,31.35239847694165
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,oferentes_prom,33
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,ofertas_prom,3
Componentes y Suministros,Dispositivos y componentes y accesorios de control de automatización,perc_valor_adiciones,0
Componentes y Suministros,Distribución de fluidos y gas,ind_prom_oferentes,95.28404952658413
Componentes y Suministros,Distribución de fluidos y gas,perc_contr_cerrada_num,0
Componentes y Suministros,Distribución de fluidos y gas,perc_contr_cerrada_val,0
Componentes y Suministros,Distribución de fluidos y gas,HHI_cant,5.5
Componentes y Suministros,Distribución de fluidos y gas,HHI_val,12.434224148945987
Componentes y Suministros,Distribución de fluidos y gas,ID_cant,0.5263157894736842
Componentes y Suministros,Distribución de fluidos y gas,ID_val,12.434223911119087
Componentes y Suministros,Distribución de fluidos y gas,ind_prom_ofertas,33.82352941176471
Componentes y Suministros,Distribución de fluidos y gas,ganadoras,5
Componentes y Suministros,Distribución de fluidos y gas,IC4K_cant,100
Componentes y Suministros,Distribución de fluidos y gas,IC4K_val,63.36491012296521
Componentes y Suministros,Distribución de fluidos y gas,perc_tiempo_adiciones,0
Componentes y Suministros,Distribución de fluidos y gas,ind_valor_adiciones,0
Componentes y Suministros,Distribución de fluidos y gas,ind_riesgo_corrupcion,24.30254069228721
Componentes y Suministros,Distribución de fluidos y gas,oferentes_prom,64.75
Componentes y Suministros,Distribución de fluidos y gas,ofertas_prom,22.5
Componentes y Suministros,Distribución de fluidos y gas,perc_valor_adiciones,0
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,perc_contr_cerrada_num,0
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,perc_contr_cerrada_val,0
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,HHI_cant,4.3478260869565215
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,HHI_val,10.275747990593109
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,ID_cant,0
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,ID_val,10.27574784755646
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,ganadoras,0
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,IC4K_cant,100
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,IC4K_val,55.037583536967574
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,perc_tiempo_adiciones,13.043478260869565
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,ind_valor_adiciones,16.905446193396916
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,ind_riesgo_corrupcion,18.914800469589284
Componentes y Suministros,Equipo de apoyo para Construcción y Mantenimiento,perc_valor_adiciones,8.452723096698458
Componentes y Suministros,Equipo de aseo,ind_prom_oferentes,97.70575382374362
Componentes y Suministros,Equipo de aseo,perc_contr_cerrada_num,0
Componentes y Suministros,Equipo de aseo,perc_contr_cerrada_val,0
Componentes y Suministros,Equipo de aseo,HHI_cant,1.275992438563327
Componentes y Suministros,Equipo de aseo,HHI_val,49.73263235302181
Componentes y Suministros,Equipo de aseo,ID_cant,0.19111323459149546
Componentes y Suministros,Equipo de aseo,ID_val,49.73263234063233
Componentes y Suministros,Equipo de aseo,ind_prom_ofertas,75.49019607843137
Componentes y Suministros,Equipo de aseo,ganadoras,5.434782608695656
Componentes y Suministros,Equipo de aseo,IC4K_cant,100
Componentes y Suministros,Equipo de aseo,IC4K_val,79.30469707739618
Componentes y Suministros,Equipo de aseo,perc_tiempo_adiciones,4.651162790697675
Componentes y Suministros,Equipo de aseo,ind_valor_adiciones,4.136351455623485
Componentes y Suministros,Equipo de aseo,ind_riesgo_corrupcion,32.3069890452751
Componentes y Suministros,Equipo de aseo,oferentes_prom,31.5
Componentes y Suministros,Equipo de aseo,ofertas_prom,8.333333333333334
Componentes y Suministros,Equipo de aseo,perc_valor_adiciones,2.0681757278117425
Componentes y Suministros,Equipo de laboratorio y científico,ind_prom_oferentes,98.64530225782957
Componentes y Suministros,Equipo de laboratorio y científico,perc_contr_cerrada_num,0
Componentes y Suministros,Equipo de laboratorio y científico,perc_contr_cerrada_val,0
Componentes y Suministros,Equipo de laboratorio y científico,HHI_cant,1.8496498876998284
Componentes y Suministros,Equipo de laboratorio y científico,HHI_val,20.658959451229457
Componentes y Suministros,Equipo de laboratorio y científico,ID_cant,1.2823068234668793
Componentes y Suministros,Equipo de laboratorio y científico,ID_val,20.658959447699576
Componentes y Suministros,Equipo de laboratorio y científico,ind_prom_ofertas,92.05882352941175
Componentes y Suministros,Equipo de laboratorio y científico,ganadoras,40.22988505747126
Componentes y Suministros,Equipo de laboratorio y científico,IC4K_cant,18.96551724137931
Componentes y Suministros,Equipo de laboratorio y científico,IC4K_val,60.43592318748491
Componentes y Suministros,Equipo de laboratorio y científico,perc_tiempo_adiciones,7.792207792207792
Componentes y Suministros,Equipo de laboratorio y científico,ind_valor_adiciones,3.6676836859749216
Componentes y Suministros,Equipo de laboratorio y científico,ind_riesgo_corrupcion,26.724623135164858
Componentes y Suministros,Equipo de laboratorio y científico,oferentes_prom,18.6
Componentes y Suministros,Equipo de laboratorio y científico,ofertas_prom,2.7
Componentes y Suministros,Equipo de laboratorio y científico,perc_valor_adiciones,1.8338418429874608
Componentes y Suministros,Equipo informático y accesorios,ind_prom_oferentes,97.4427450028324
Componentes y Suministros,Equipo informático y accesorios,perc_contr_cerrada_num,0
Componentes y Suministros,Equipo informático y accesorios,perc_contr_cerrada_val,0
Componentes y Suministros,Equipo informático y accesorios,HHI_cant,0.7853324972378992
Componentes y Suministros,Equipo informático y accesorios,HHI_val,8.915068353062063
Componentes y Suministros,Equipo informático y accesorios,ID_cant,0.24019696150843692
Componentes y Suministros,Equipo informático y accesorios,ID_val,8.915068347159762
Componentes y Suministros,Equipo informático y accesorios,ind_prom_ofertas,86.27450980392157
Componentes y Suministros,Equipo informático y accesorios,ganadoras,13.114754098360663
Componentes y Suministros,Equipo informático y accesorios,IC4K_cant,10.382513661202186
Componentes y Suministros,Equipo informático y accesorios,IC4K_val,55.243206970540434
Componentes y Suministros,Equipo informático y accesorios,perc_tiempo_adiciones,1.1494252873563218
Componentes y Suministros,Equipo informático y accesorios,ind_valor_adiciones,0.3747608717075177
Componentes y Suministros,Equipo informático y accesorios,ind_riesgo_corrupcion,21.085376457198713
Componentes y Suministros,Equipo informático y accesorios,oferentes_prom,35.111111111111114
Componentes y Suministros,Equipo informático y accesorios,ofertas_prom,4.666666666666667
Componentes y Suministros,Equipo informático y accesorios,perc_valor_adiciones,0.18738043585375885
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ind_prom_oferentes,98.79096868171887
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,perc_contr_cerrada_num,0
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,perc_contr_cerrada_val,0
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,HHI_cant,8
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,HHI_val,13.516984466228754
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ID_cant,3.1578947368421053
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ID_val,13.516984291403308
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ind_prom_ofertas,83.52941176470588
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ganadoras,15
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,IC4K_cant,100
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,IC4K_val,61.66660276704021
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,perc_tiempo_adiciones,0
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ind_valor_adiciones,30.210294117647056
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ind_riesgo_corrupcion,32.99825412253895
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,oferentes_prom,16.6
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,ofertas_prom,5.6
Componentes y Suministros,Equipos y accesorios para acampada y exteriores,perc_valor_adiciones,15.105147058823528
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",perc_contr_cerrada_num,0
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",perc_contr_cerrada_val,0
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",HHI_cant,4.545454545454547
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",HHI_val,35.06290538867537
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",ID_cant,0
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",ID_val,35.062905352180636
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",ganadoras,0
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",IC4K_cant,100
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",IC4K_val,85.75391226296374
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",perc_tiempo_adiciones,0
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",ind_valor_adiciones,0.3010803666205908
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",ind_riesgo_corrupcion,20.528535704274958
Componentes y Suministros,"Equipos, suministros y componentes eléctricos",perc_valor_adiciones,0.1505401833102954
Componentes y Suministros,Ferretería,ind_prom_oferentes,98.1427530954115
Componentes y Suministros,Ferretería,perc_contr_cerrada_num,0
Componentes y Suministros,Ferretería,perc_contr_cerrada_val,0
Componentes y Suministros,Ferretería,HHI_cant,3.2407407407407405
Componentes y Suministros,Ferretería,HHI_val,30.765882369908176
Componentes y Suministros,Ferretería,ID_cant,0.4761904761904762
Componentes y Suministros,Ferretería,ID_val,30.765882287625356
Componentes y Suministros,Ferretería,ind_prom_ofertas,88.23529411764706
Componentes y Suministros,Ferretería,ganadoras,8.333333333333343
Componentes y Suministros,Ferretería,IC4K_cant,100
Componentes y Suministros,Ferretería,IC4K_val,65.40062010910293
Componentes y Suministros,Ferretería,perc_tiempo_adiciones,0
Componentes y Suministros,Ferretería,ind_valor_adiciones,0
Componentes y Suministros,Ferretería,ind_riesgo_corrupcion,30.353447249410326
Componentes y Suministros,Ferretería,oferentes_prom,25.5
Componentes y Suministros,Ferretería,ofertas_prom,4
Componentes y Suministros,Ferretería,perc_valor_adiciones,0
Componentes y Suministros,"Hormigón, cemento y yeso",perc_contr_cerrada_num,0
Componentes y Suministros,"Hormigón, cemento y yeso",perc_contr_cerrada_val,0
Componentes y Suministros,"Hormigón, cemento y yeso",HHI_cant,15.625
Componentes y Suministros,"Hormigón, cemento y yeso",HHI_val,35.55976255652254
Componentes y Suministros,"Hormigón, cemento y yeso",ID_cant,3.571428571428571
Componentes y Suministros,"Hormigón, cemento y yeso",ID_val,35.559762273920555
Componentes y Suministros,"Hormigón, cemento y yeso",ganadoras,12.5
Componentes y Suministros,"Hormigón, cemento y yeso",IC4K_cant,100
Componentes y Suministros,"Hormigón, cemento y yeso",IC4K_val,89.99631531161688
Componentes y Suministros,"Hormigón, cemento y yeso",perc_tiempo_adiciones,12.5
Componentes y Suministros,"Hormigón, cemento y yeso",ind_valor_adiciones,3.889265679725986
Componentes y Suministros,"Hormigón, cemento y yeso",ind_riesgo_corrupcion,25.053309541741545
Componentes y Suministros,"Hormigón, cemento y yeso",perc_valor_adiciones,1.944632839862993
Componentes y Suministros,"Iluminación, artefactos y accesorios",perc_contr_cerrada_num,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",perc_contr_cerrada_val,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",HHI_cant,20
Componentes y Suministros,"Iluminación, artefactos y accesorios",HHI_val,57.14458540717347
Componentes y Suministros,"Iluminación, artefactos y accesorios",ID_cant,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",ID_val,57.14458506455481
Componentes y Suministros,"Iluminación, artefactos y accesorios",ganadoras,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",IC4K_cant,100
Componentes y Suministros,"Iluminación, artefactos y accesorios",IC4K_val,98.40104846450086
Componentes y Suministros,"Iluminación, artefactos y accesorios",perc_tiempo_adiciones,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",ind_valor_adiciones,0
Componentes y Suministros,"Iluminación, artefactos y accesorios",ind_riesgo_corrupcion,25.04960307924312
Componentes y Suministros,"Iluminación, artefactos y accesorios",perc_valor_adiciones,0
Componentes y Suministros,Instalaciones de plomería,ind_prom_oferentes,97.30517115804807
Componentes y Suministros,Instalaciones de plomería,perc_contr_cerrada_num,0
Componentes y Suministros,Instalaciones de plomería,perc_contr_cerrada_val,0
Componentes y Suministros,Instalaciones de plomería,HHI_cant,2.631578947368421
Componentes y Suministros,Instalaciones de plomería,HHI_val,5.5875656403570595
Componentes y Suministros,Instalaciones de plomería,ID_cant,0
Componentes y Suministros,Instalaciones de plomería,ID_val,5.5875654841011615
Componentes y Suministros,Instalaciones de plomería,ind_prom_ofertas,66.57754010695187
Componentes y Suministros,Instalaciones de plomería,ganadoras,0
Componentes y Suministros,Instalaciones de plomería,IC4K_cant,100
Componentes y Suministros,Instalaciones de plomería,IC4K_val,35.087845533874315
Componentes y Suministros,Instalaciones de plomería,perc_tiempo_adiciones,3.7037037037037033
Componentes y Suministros,Instalaciones de plomería,ind_valor_adiciones,2.0933014354066986
Componentes y Suministros,Instalaciones de plomería,ind_riesgo_corrupcion,24.15641209564719
Componentes y Suministros,Instalaciones de plomería,oferentes_prom,37
Componentes y Suministros,Instalaciones de plomería,ofertas_prom,11.363636363636363
Componentes y Suministros,Instalaciones de plomería,perc_valor_adiciones,1.0466507177033493
Componentes y Suministros,Instalaciones de tubos y tuberías,perc_contr_cerrada_num,0
Componentes y Suministros,Instalaciones de tubos y tuberías,perc_contr_cerrada_val,0
Componentes y Suministros,Instalaciones de tubos y tuberías,HHI_cant,8.333333333333332
Componentes y Suministros,Instalaciones de tubos y tuberías,HHI_val,29.134152636016747
Componentes y Suministros,Instalaciones de tubos y tuberías,ID_cant,0
Componentes y Suministros,Instalaciones de tubos y tuberías,ID_val,29.134152474656627
Componentes y Suministros,Instalaciones de tubos y tuberías,ganadoras,0
Componentes y Suministros,Instalaciones de tubos y tuberías,IC4K_cant,100
Componentes y Suministros,Instalaciones de tubos y tuberías,IC4K_val,81.01525437148716
Componentes y Suministros,Instalaciones de tubos y tuberías,perc_tiempo_adiciones,0
Componentes y Suministros,Instalaciones de tubos y tuberías,ind_valor_adiciones,0
Componentes y Suministros,Instalaciones de tubos y tuberías,ind_riesgo_corrupcion,19.862067303712475
Componentes y Suministros,Instalaciones de tubos y tuberías,perc_valor_adiciones,0
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ind_prom_oferentes,97.838347619848
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",perc_contr_cerrada_num,0
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",perc_contr_cerrada_val,0
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",HHI_cant,1.8393259760294292
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",HHI_val,7.871028093126207
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ID_cant,1.529670852925421
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ID_val,7.871028089691739
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ind_prom_ofertas,70.66365007541478
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ganadoras,37.106918238993714
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",IC4K_cant,20.754716981132074
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",IC4K_val,49.81624908171432
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",perc_tiempo_adiciones,4.166666666666666
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ind_valor_adiciones,2.6398191894073486
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ind_riesgo_corrupcion,22.734330951535508
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",oferentes_prom,29.67948717948718
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",ofertas_prom,9.974358974358974
Componentes y Suministros,"Instrumentos de medida, observación y ensayo",perc_valor_adiciones,1.3199095947036743
Componentes y Suministros,Materiales de acabado de interiores,perc_contr_cerrada_num,0
Componentes y Suministros,Materiales de acabado de interiores,perc_contr_cerrada_val,0
Componentes y Suministros,Materiales de acabado de interiores,HHI_cant,7.6923076923076925
Componentes y Suministros,Materiales de acabado de interiores,HHI_val,10.269201491268461
Componentes y Suministros,Materiales de acabado de interiores,ID_cant,0
Componentes y Suministros,Materiales de acabado de interiores,ID_val,10.26919994640003
Componentes y Suministros,Materiales de acabado de interiores,ganadoras,0
Componentes y Suministros,Materiales de acabado de interiores,IC4K_cant,100
Componentes y Suministros,Materiales de acabado de interiores,IC4K_val,53.04349107608415
Componentes y Suministros,Materiales de acabado de interiores,perc_tiempo_adiciones,0
Componentes y Suministros,Materiales de acabado de interiores,ind_valor_adiciones,0
Componentes y Suministros,Materiales de acabado de interiores,ind_riesgo_corrupcion,15.545909114514574
Componentes y Suministros,Materiales de acabado de interiores,perc_valor_adiciones,0
Componentes y Suministros,Materiales para acabado de exteriores,perc_contr_cerrada_num,0
Componentes y Suministros,Materiales para acabado de exteriores,perc_contr_cerrada_val,0
Componentes y Suministros,Materiales para acabado de exteriores,HHI_cant,6.5
Componentes y Suministros,Materiales para acabado de exteriores,HHI_val,24.453396390600858
Componentes y Suministros,Materiales para acabado de exteriores,ID_cant,1.5789473684210527
Componentes y Suministros,Materiales para acabado de exteriores,ID_val,24.453396171368244
Componentes y Suministros,Materiales para acabado de exteriores,ganadoras,10
Componentes y Suministros,Materiales para acabado de exteriores,IC4K_cant,100
Componentes y Suministros,Materiales para acabado de exteriores,IC4K_val,66.71621807813217
Componentes y Suministros,Materiales para acabado de exteriores,perc_tiempo_adiciones,10
Componentes y Suministros,Materiales para acabado de exteriores,ind_valor_adiciones,8.083430068619627
Componentes y Suministros,Materiales para acabado de exteriores,ind_riesgo_corrupcion,21.03397335818941
Componentes y Suministros,Materiales para acabado de exteriores,perc_valor_adiciones,4.041715034309814
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,perc_contr_cerrada_num,0
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,perc_contr_cerrada_val,0
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,HHI_cant,3.0470914127423816
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,HHI_val,11.400477141989294
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,ID_cant,0.42674253200568996
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,ID_val,11.40047700746553
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,ganadoras,7.89473684210526
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,IC4K_cant,100
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,IC4K_val,58.944902122331285
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,perc_tiempo_adiciones,0
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,ind_valor_adiciones,0
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,ind_riesgo_corrupcion,16.519450004652175
Componentes y Suministros,Piezas de componentes y hardware electrónicos y accesorios,perc_valor_adiciones,0
Componentes y Suministros,Pinturas y bases y acabados,ind_prom_oferentes,93.15367807720321
Componentes y Suministros,Pinturas y bases y acabados,perc_contr_cerrada_num,0
Componentes y Suministros,Pinturas y bases y acabados,perc_contr_cerrada_val,0
Componentes y Suministros,Pinturas y bases y acabados,HHI_cant,16.666666666666664
Componentes y Suministros,Pinturas y bases y acabados,HHI_val,25.646018361876184
Componentes y Suministros,Pinturas y bases y acabados,ID_cant,0
Componentes y Suministros,Pinturas y bases y acabados,ID_val,25.646017374585256
Componentes y Suministros,Pinturas y bases y acabados,ind_prom_ofertas,32.35294117647059
Componentes y Suministros,Pinturas y bases y acabados,ganadoras,0
Componentes y Suministros,Pinturas y bases y acabados,IC4K_cant,100
